SNID,SURVEY,RA,DECL,SUBCLASS,REDSHIFT_FINAL,SIGMA_Z,LOG_HOSTMASS,LOG_HOSTMASS_ERR,LOWRV_GRI_T0,LOWRV_GRI_T0_ERR,LOWRV_GRI_MU,LOWRV_GRI_MU_ERR,LOWRV_GRI_THETA,LOWRV_GRI_THETA_ERR,LOWRV_GRI_AV,LOWRV_GRI_AV_ERR,HIGHRV_GRI_T0,HIGHRV_GRI_T0_ERR,HIGHRV_GRI_MU,HIGHRV_GRI_MU_ERR,HIGHRV_GRI_THETA,HIGHRV_GRI_THETA_ERR,HIGHRV_GRI_AV,HIGHRV_GRI_AV_ERR,LOWRV_GRIZ_T0,LOWRV_GRIZ_T0_ERR,LOWRV_GRIZ_MU,LOWRV_GRIZ_MU_ERR,LOWRV_GRIZ_THETA,LOWRV_GRIZ_THETA_ERR,LOWRV_GRIZ_AV,LOWRV_GRIZ_AV_ERR,HIGHRV_GRIZ_T0,HIGHRV_GRIZ_T0_ERR,HIGHRV_GRIZ_MU,HIGHRV_GRIZ_MU_ERR,HIGHRV_GRIZ_THETA,HIGHRV_GRIZ_THETA_ERR,HIGHRV_GRIZ_AV,HIGHRV_GRIZ_AV_ERR
ASASSN-15np,FOUNDATION,226.510788,7.5614642,SNIa-norm,0.03827271064971221,4.5e-05,10.232334656214883,0.11756550512042273,57241.4915,0.8606728472538461,36.0829797,0.08594158282176331,0.6628949245,0.20985648912150767,0.22543271862,0.09118040956049775,57241.554599999996,0.8219116984201622,36.0358403,0.1022211262210997,0.6816075697708,0.22460355380697533,0.27371829849,0.1176047660608677,57241.6805,1.1093465418884922,36.0888863,0.06684229456197635,0.7522426258,0.197614534322022,0.20385784269999999,0.07408277021252611,57241.4671,1.1991945588602104,36.059343600000005,0.08076994749930197,0.7314859670000001,0.19475433990850607,0.23265863465,0.08892957160713467
ASASSN-15nq,FOUNDATION,259.330106,33.4621012,SNIa-norm,0.030148523616294574,1.2e-05,10.582509700533613,0.23473374820730125,57247.98040000001,0.27010338761290276,35.497656799999994,0.05112518903397813,0.07944148295400001,0.166191233385515,0.087888107839,0.05442329746550873,57247.98469999999,0.2762895401566988,35.4953778,0.0532348501186958,0.054097807298999996,0.17493859030822,0.09591399994508999,0.05856473434988786,57247.931899999996,0.26782903128683366,35.515769799999994,0.037767555228793895,0.070202531456,0.16183463361607336,0.074536522211,0.04470585644522095,57247.939099999996,0.27629909518470697,35.512862500000004,0.0566296235529603,0.07203597245599999,0.1640845641813931,0.0809103040304,0.04877985373423016
ASASSN-15nr,FOUNDATION,261.6743143,13.9097793,SNIa-91T-like,0.02309024064908264,0.000183,10.284114265806844,0.14912952709163593,57250.5476,0.3793603036691854,34.8703702,0.06469385405090652,-0.948605149,0.19904688712910032,0.23374066740000002,0.07418634345853889,57250.581,0.39176395954705184,34.824858,0.0831260036089791,-0.9344398759999999,0.1770884726620415,0.28034515039999996,0.0824586908174355,57250.601200000005,0.3489678495219785,34.847135599999994,0.03601539244045535,-1.008542568,0.16508801572960824,0.269404971,0.05365727780885048,57250.5482,0.3509084780964276,34.8054547,0.04809071987306915,-0.9706225890000001,0.1596102089921258,0.30761730899999995,0.06488184555514369
ASASSN-15od,FOUNDATION,35.8049483,-4.5171839,SNIa-norm,0.01696970642270127,1.3e-05,9.289393763860742,0.29207884178566257,57256.788400000005,0.4695374745426769,34.3828355,0.05476185195690542,0.7299707942,0.19333930524825335,0.0598583566363,0.045591065527261464,57256.7518,0.5052492058381975,34.3713811,0.05538484696006675,0.7384813567999999,0.19669692173299952,0.07099461239100001,0.05237634530346155,57256.8257,0.3661823452871716,34.374234799999996,0.05218774424096145,0.7326454020000001,0.16561883574154962,0.06900830525040001,0.04462209946019511,57256.868,0.3785974115071591,34.3726889,0.05937714431319517,0.7662493010000001,0.1832320393032736,0.06838915678850001,0.049259961434503945
ASASSN-15oh,FOUNDATION,337.6749781,39.2931754,SNIa-norm,0.015558563517965484,0.000107,10.555770239314795,0.09702507252622189,57253.0813,0.602495070519162,34.50901089999999,0.06551091749617015,0.9943727036000001,0.28190143008444196,0.117672253708,0.06827544393718331,57253.0914,0.6309247498711893,34.464625,0.0738692424152298,0.9945239467,0.25639958944006763,0.159092315249,0.08503299157885649,57253.6494,0.7170353129378492,34.4392565,0.06285767334025325,1.1426148750000003,0.29646547392137484,0.18708853855000002,0.06647027716695347,57253.5831,0.7181395337954394,34.397651499999995,0.06085080293430793,1.0878672299999999,0.28519548502446723,0.23401781164,0.07575128442543769
ASASSN-15pm,FOUNDATION,24.6504027,-4.6797996,SNIa-norm,0.04759399250797697,0.00015,10.741753549560203,0.07307801971092368,57278.0141,0.3620651736910771,36.5691163,0.04569435374649712,-0.720893644,0.16836518812541168,0.039281382927,0.031220617527640507,57278.0276,0.36986246092291514,36.56406810000001,0.04905021256212855,-0.7177891930000001,0.17226594154504177,0.0449849967513,0.036166159021481424,57278.076799999995,0.3377599147323602,36.5221583,0.054588534978601534,-0.60757497202,0.16199885905907954,0.059815895548,0.042251972327995886,57278.070700000004,0.3287423154995937,36.509000699999994,0.051931083461737915,-0.6177123584,0.1596139790244542,0.071991158619,0.04776753050934752
ASASSN-15pn,FOUNDATION,60.8597601,-5.492007,SNIa-norm,0.038049689695662726,5e-06,9.46022210227995,0.08084869941116253,57279.445,0.5758775911598398,36.373024799999996,0.059106679698321764,-0.8227955849999998,0.20612920866454315,0.109177006633,0.06068454251027636,57279.4173,0.5558873177181445,36.3484134,0.06995341693184105,-0.818133609,0.19098387698068683,0.122488656148,0.07384033062733819,57279.4685,0.4893237680718338,36.356717999999994,0.04657785800141526,-0.717664133,0.167290243294483,0.09849264041000001,0.055281296363743154,57279.4718,0.5057912217505758,36.34181759999999,0.06762670663458331,-0.683236015,0.16949783099430735,0.103545603943,0.063018753591006
ASASSN-15pr,FOUNDATION,346.6645393,-12.5727714,SNIa-norm,0.032031993279830945,0.00015,10.074493035152699,0.08462873239088477,57283.36230000001,1.0089245313699595,35.9460036,0.09371938885332112,0.221271054647,0.18216850732198409,0.16807850607,0.09545348998011852,57283.373799999994,0.9583389588239455,35.921563500000005,0.09905489860552073,0.24420347872999998,0.1984336774969197,0.19483493632300003,0.09847321961639206,57281.9684,1.0413267690787495,35.970483900000005,0.06347169881758319,0.2321049091319,0.17524503265375616,0.08495234656400001,0.057280773820209026,57282.0145,1.0138933622427844,35.9617883,0.05780451412398515,0.25473616422,0.17195431523431806,0.09659318877390001,0.0642034287336021
ASASSN-15sf,FOUNDATION,2.8650422,-6.4273257,SNIa-norm,0.02361537060415309,0.001,-9999.0,-9999.0,57333.6206,0.34245531095312526,35.2685546,0.03912037293840622,-0.9735602219999999,0.16888697851854864,0.08898328952,0.05230165290155801,57333.6578,0.34850991377580465,35.2582319,0.054442756840464956,-0.9661927320000001,0.16088475789784493,0.09355075548100002,0.057937085656730086,57333.693799999994,0.26438903154253246,35.2437805,0.0445047041305749,-0.930912556,0.1336233211340852,0.10952821896,0.050025069373992516,57333.6592,0.24119568818686107,35.2284843,0.051139248366689816,-0.935939029,0.14076622683347792,0.13259244074999998,0.0555201528515394
ASASSN-15so,FOUNDATION,168.5463609,48.3186618,SNIa-norm,0.00864958383976424,1.06e-05,-9999.0,-9999.0,57345.8275,0.2302471498194675,32.79678810000001,0.04806408501563307,0.5875216806,0.17449229120002277,0.053034706524000004,0.03885438499095302,57345.800500000005,0.2274857138371836,32.780871,0.05238567761325628,0.597137201,0.15871521355501683,0.06392897362200001,0.045817264188508074,57345.8485,0.2322019595093067,32.7773403,0.023266435178385888,0.3772639941,0.10587082926859512,0.12735183081,0.04907395575332381,57345.87179999999,0.22146051566792505,32.7471705,0.05170288618394498,0.4006608841,0.10395442618366174,0.1548335492,0.05897466522046632
