SNID,SURVEY,REDSHIFT_FINAL,SIGMA_Z,LOG_HOSTMASS,LOG_HOSTMASS_ERR,PEAKMAG_G_DUSTCORR,PEAKMAG_G_DUSTCORR_ERR,PEAKMAG_G_DUSTCORR_THETACORR,PEAKMAG_G_DUSTCORR_THETACORR_ERR,G_EXT,PEAKMAG_R_DUSTCORR,PEAKMAG_R_DUSTCORR_ERR,PEAKMAG_R_DUSTCORR_THETACORR,PEAKMAG_R_DUSTCORR_THETACORR_ERR,R_EXT,PEAKMAG_I_DUSTCORR,PEAKMAG_I_DUSTCORR_ERR,PEAKMAG_I_DUSTCORR_THETACORR,PEAKMAG_I_DUSTCORR_THETACORR_ERR,I_EXT,PEAKMAG_Z_DUSTCORR,PEAKMAG_Z_DUSTCORR_ERR,PEAKMAG_Z_DUSTCORR_THETACORR,PEAKMAG_Z_DUSTCORR_THETACORR_ERR,Z_EXT
ASASSN-15ss,FOUNDATION,0.036585610169019,0.000117,9.419310722610975,0.1838684838310357,17.245851481144623,0.024180255544573225,17.333472679195012,0.059097666569512534,0.09905301667026227,17.202739766124317,0.0378077035020058,17.316745315057094,0.04642661163597318,0.06537851763331794,17.733253735543613,0.045441432445202386,17.78994181563742,0.03181131172074938,0.04724231356618483,17.668248835115076,0.05016061412287009,17.787681239201728,0.038130780294535455,0.03799944905988319
ASASSN-15tg,FOUNDATION,0.03545142553252624,5.7e-05,-9999.0,-9999.0,16.518533233404384,0.007462503860762273,16.797506435787575,0.03930156090795299,0.08750272509600122,16.636793287176726,0.01282096845505946,16.782672831994397,0.025717958547848002,0.057754913963865055,17.34372726859334,0.010299784279858868,17.39987141668842,0.026095297080284997,0.04173352125803575,17.301241664313483,0.017919862162797322,17.461718096671024,0.05982203267284611,0.03356844098908409
ASASSN-15ti,FOUNDATION,0.016834379469279376,5.47e-05,8.861148986308123,0.0961202750683835,15.894527950536359,0.014507143397454582,15.66414912138334,0.04239290520942862,0.2125707042914311,15.870351303361911,0.01129542539559616,15.714638350913715,0.019397124138463107,0.14030423308668874,16.418578430467214,0.009420360556905273,16.326063878187217,0.019701624424610445,0.10138340259288087,16.46997263010093,0.009241052470014017,16.27050843881424,0.02603392745215338,0.0815479419090805
ASASSN-15tz,FOUNDATION,0.021634133304314147,3e-05,10.581125993073174,0.09217744453448058,16.431636916611364,0.017846793946783644,16.266198743433396,0.08387875689655078,0.5404344287268591,16.305110185625185,0.0324995176581487,16.09077416241635,0.06685326168291916,0.3567059642998101,16.762891522974478,0.03203752863139181,16.644226295009997,0.04562979127391825,0.2577546207286919,16.809743018264896,0.033288673862653634,16.67314893385902,0.020285470898255643,0.20732544282801987
ASASSN-15uu,FOUNDATION,0.026088715013637867,7e-06,9.64521820143134,0.19864919962595282,16.218298460198273,0.017235781274399047,16.24395673039854,0.060560794189167544,0.4206143895496193,16.327193408520117,0.013779409710980798,16.388194163953084,0.034867713289481884,0.27762047243385823,16.839221890562214,0.020162142445678412,16.843756268261576,0.04064493027629391,0.20060769019989017,16.86968729017046,0.026830431876963892,16.953409039492968,0.02628783080893828,0.16135919537666218
ASASSN-15uv,FOUNDATION,0.022381083382691368,1.67e-05,10.088105533430813,0.10565008635362383,15.642790807163165,0.02323616929176373,15.78818387200583,0.07480770168957493,0.9371441658671719,15.710786609092217,0.010483050038129925,15.830512834387363,0.050081178291311534,0.6185485150549903,16.401562874568636,0.01395079124026956,16.427469805565348,0.022756245259307008,0.4469612337804677,16.285308518480083,0.018460248999356305,16.44222742356207,0.0639042763325507,0.3595141590809062
ASASSN-15uw,FOUNDATION,0.030836899839555003,0.00015,10.667032091078848,0.06626418723568894,16.55416947921976,0.0072939135671441085,16.45347332016496,0.037438873736955924,0.32081730149288606,16.69391730825336,0.014581306450044995,16.6277553983256,0.048589981274162614,0.21175084119394738,17.20752012939468,0.01877634844964807,17.16516243359025,0.01600282403984419,0.15301049946855746,17.25493122157699,0.02369893038263814,17.178136916559062,0.03176981719251797,0.1230743001618048
ASASSN-16ad,FOUNDATION,0.015127832201836111,1.2e-05,9.443101666062223,0.10249995706861213,15.138667867527749,0.007704185980073687,15.228413283854666,0.039429357541591194,0.14336396758648834,15.194039454521963,0.01997230362375594,15.252420815277924,0.05377695529552029,0.09462532286156604,15.884459643206075,0.018047448148917837,15.916540518645128,0.03700379398483625,0.06837596408960844,15.866484325385056,0.013296299757774035,15.93035985769497,0.05765406671585177,0.05499834297283987
ASASSN-16aj,FOUNDATION,0.03149582235320943,8.3e-05,10.986676253250028,0.05628165624604174,16.677984375783332,0.02353027889829376,16.3690805443049,0.07752895656593967,0.08745986774423077,16.72403336826539,0.010962449531224657,16.47384125833228,0.041997476246431985,0.057726626585826196,17.192129979474153,0.011210957553480748,17.00578484036748,0.02404941363956169,0.041713080886616315,17.436569434288533,0.020801828131006304,16.95162583088465,0.03998721765257389,0.03355199973559997
ASASSN-16av,FOUNDATION,0.027886992407260624,6.7e-05,11.04278154783277,0.07381377622645967,16.318935631359903,0.011514407871976474,16.410919108805565,0.05914601622695985,0.31657430686670984,16.32570656648831,0.011999576042058441,16.36025450719272,0.027881040879229057,0.20895031367534617,17.013808331661956,0.05470039519959021,17.08992026705342,0.07897855344326046,0.15098684699104908,16.887473048703573,0.04562171538017567,17.018674640215423,0.026806123833924115,0.12144657125885311
ASASSN-16ay,FOUNDATION,0.02938222682039586,1.3e-05,10.879146064270932,0.11966183020349468,16.27745054887078,0.01608349153091,16.424300896095136,0.0521057310380652,0.8860886502613613,16.330901820686005,0.01967569282250569,16.464529505171033,0.03332188948647162,0.584850057001721,17.017309886106926,0.008459062551645169,17.06890622671231,0.015692136969852086,0.42261083276681466,16.930904317043773,0.03966935469844894,17.066907073381273,0.03282927760895489,0.3399278655008994
ASASSN-16bc,FOUNDATION,0.034157063417519326,0.00015,10.660883760830353,0.07111485862194569,16.3287677298634,0.01760171468402254,16.472628867247796,0.04926986682743894,0.04066882898525298,16.46971282493942,0.012152312976525095,16.55359934711523,0.01789167192408522,0.026842875081632925,17.2780234190433,0.021192956999179977,17.31070289358282,0.04227486558749746,0.019396578073807194,17.151584977251204,0.018039870433021493,17.190610993772996,0.04287746729932075,0.015601676226527084
ASASSN-16bq,FOUNDATION,0.02582096311442231,9.9e-06,10.95885657620682,0.05382520694223929,16.347801500263422,0.014128614610745441,16.03458608022087,0.0620717588659212,0.056949089061296095,16.424796900285497,0.007961787370983527,16.14147236875153,0.03189976066665751,0.037588426365545866,16.9806572720924,0.01882744154665534,16.831261587368516,0.023957105958370712,0.027161280021369114,17.135803495007032,0.02009378208023432,16.908024527431298,0.026155264098976987,0.02184722971129015
ASASSN-16br,FOUNDATION,0.028481336912084692,0.00015,10.049416714221556,0.12107892375062966,16.667714964651406,0.019538350371593995,16.854353688495554,0.09668275419527297,0.1364893671239471,16.660576919449138,0.01504930686277961,16.76197372160646,0.03799846953041205,0.09008784179666877,17.264792887846962,0.01718542713573494,17.34122665757355,0.02682419269996401,0.06509719438010282,17.11005252367119,0.010853348103708636,17.21409339982448,0.024894892705019815,0.05236105802317501
ASASSN-16ch,FOUNDATION,0.028160848529418307,7.6e-06,10.23672311054258,0.08838317501789912,16.287034764011906,0.02037481610452887,16.34919189063326,0.06223978572787105,1.0640037379932368,16.35705763319301,0.013774850797542091,16.36938547992528,0.03526655421561911,0.7022803492989553,16.999365524375882,0.015494218605537511,17.01106964358027,0.01865124397196969,0.5074655968651597,16.9753898986764,0.023111301918228456,17.052525231954522,0.034839027511709905,0.40818096409917504
ASASSN-16cs,FOUNDATION,0.019072694617287538,1.47e-05,9.604236646512694,0.11956793541153764,15.712260432096606,0.02006333422492586,15.755500819622743,0.04762890647857989,0.2404691415725535,15.647445049161313,0.012259185730977389,15.721709246587274,0.034622636362058236,0.1587181949733585,16.314190763792805,0.027077617562521448,16.368339024160854,0.032792759749487116,0.11468927419928306,16.26443151108612,0.01596745201234985,16.35119111480363,0.029058259041256702,0.09225054625119165
ASASSN-16ct,FOUNDATION,0.04231340602971406,3.6e-05,9.32807853097454,0.11209675709925822,17.02695129747336,0.015284724755961931,17.135026924594616,0.055177503530645315,0.18993868735080885,17.16646705794971,0.015384092363327943,17.297310690996007,0.027632791145795987,0.12536629612757902,17.816669416898108,0.027592080301659307,17.86930257278494,0.026800181617001522,0.09058929579143626,17.713512706480106,0.01928828133151267,17.868774225967556,0.030130598747007437,0.07286568059319895
ASASSN-16db,FOUNDATION,0.03656162691057425,7.3e-06,11.100828965670477,0.09404556583585784,16.82553607652532,0.05785996304500115,16.72762500243881,0.11286776415008676,0.3062763710513846,16.824590307737907,0.015080250860425517,16.652444201071194,0.03562969370761596,0.20215330939499956,17.4433146556186,0.0410002122382992,17.406227661609673,0.045736743309588344,0.14607535283139575,17.497802216906624,0.050849319611880904,17.4768014823426,0.0870909810292828,0.11749600114407258
ASASSN-16dn,FOUNDATION,0.013277185245267244,0.0001,-9999.0,-9999.0,14.650020828098405,0.008688391771310802,14.772590580275663,0.03088041149455029,0.033667876910528506,14.778563919805768,0.008683440540939611,14.859256556367304,0.023323334664915044,0.022221997454139098,15.48654935662976,0.013329290745017297,15.51613146865927,0.017297384172119536,0.016057546267466853,15.403841644175202,0.011982324459200881,15.543795597982754,0.06424897174799327,0.012915919339184909
ASASSN-16dw,FOUNDATION,0.036631141668013546,0.00015,10.535772829670064,0.10997538947636266,16.638495318950067,0.017397980694208046,16.644762661926613,0.058665746821757604,0.46023790004973614,16.71046601053168,0.012034144383837219,16.68082347696986,0.026835474952191515,0.3037734000983377,17.33194199978342,0.029938971019206444,17.360673301827376,0.03594017727680441,0.21950571441525485,17.29901680888781,0.0790715034145877,17.323596489538527,0.061413382566904096,0.17655985881364936
ASASSN-16em,FOUNDATION,0.021469652848971937,9e-05,9.13882697232659,0.10113709899967833,16.246383787827238,0.014133733813622887,16.438396963509142,0.03332991858554929,0.27942607664898705,16.245281410258837,0.009660770492616304,16.31299900044531,0.03477035615616286,0.18443115912580998,16.96737644052733,0.006999447093754882,17.035217712517262,0.01716400332244331,0.133269382148796,16.90516087555141,0.021713454157379002,17.013747162488293,0.03144834456412548,0.10719549310620795
ASASSN-16fo,FOUNDATION,0.030711913373084255,0.000213,10.345249678101052,0.06024330075427798,16.148632113245327,0.015825223811887678,16.22083981254777,0.04077558613397163,0.058310227264697916,16.340563190529945,0.01518494114173924,16.50819769284864,0.02920021303831849,0.03848682604103203,17.056517030306185,0.022649719314926563,17.084228519432834,0.03018639976253795,0.02781046083356065,16.961747336353074,0.025168447296225544,17.07598592518365,0.04833603783633887,0.022369399591242494
ASASSN-16fs,FOUNDATION,0.029908424180570947,9.7e-06,11.238680301570403,0.05542173074748393,16.40719724940059,0.018312182741760448,16.169333503518086,0.07246876338522183,0.10699417290914012,16.46983712793635,0.0192704548513614,16.28991950454514,0.02985387322719919,0.0706199634836822,17.07328621161256,0.02805700542053651,16.961684189081176,0.030383570715044182,0.05102976604089338,17.155317754398204,0.05361972903969002,16.920303997272516,0.06198742681900453,0.04104589400542524
ASASSN-16hc,FOUNDATION,0.05190724311016524,1.07e-05,10.932856078675464,0.12027160464335417,17.202507337119197,0.005161531532233142,17.300665155945996,0.03482668724578584,0.05079685519721371,17.385851633430438,0.016108515016743097,17.45351371900485,0.02743663664786156,0.03352773297438778,18.207790328339335,0.01852873645472807,18.30633262116331,0.020695238000498977,0.024227035602473607,18.058637894054854,0.041845002438488405,18.22876916116873,0.03248264965106126,0.019487064365686164
ASASSN-16hr,FOUNDATION,0.029835140148855913,8.1e-06,9.987257942836074,0.08874993992383637,16.618553314031303,0.03411097174480838,16.864960053224017,0.05743306337792267,0.27322206010882366,16.64297912006199,0.014528700237578419,16.82716826645489,0.024191480703979404,0.18033628732479556,17.38955458925722,0.03821624872384417,17.459950971567,0.05181307478235964,0.13031044051720622,17.227931723109826,0.08536885629234515,17.446897016789496,0.04560327185226648,0.10481546250835753
ASASSN-15bm,FOUNDATION,0.020944256042625328,0.0001028,10.153002725150358,0.07323702930276973,15.554209634307469,0.020700633030162893,15.683857277052521,0.06512675390439635,0.48733299089089815,15.557504115351703,0.015221607982814082,15.605453650713395,0.12320461588466569,0.3216571247327141,16.237705875385284,0.04477168805533217,16.224339763255912,0.021634189818423622,0.23242843823176967,16.16546926571131,0.020351037669804044,16.198907716444893,0.09608451057297361,0.18695427746744037
ASASSN-15ga,FOUNDATION,0.008111211390114424,9e-06,10.988226284420918,0.04864214598671416,14.373243249650248,0.015489316839291325,14.155353911222374,0.06398158068694955,1.049063589913302,14.660973585867845,0.014542139273511523,14.308333947194999,0.04091486379981268,0.692419319645109,15.168226565245117,0.020109592704931407,14.990717668588855,0.024253170456680094,0.500340047497319,15.118387158835871,0.026868048464318,14.773564273120384,0.04749793628904348,0.40244951426559283
ASASSN-16jf,FOUNDATION,0.009168943135987763,1.3e-05,-9999.0,-9999.0,14.654357849831623,0.028355590679502652,14.353447957114732,0.10471906656927024,0.2681371113026989,14.76224417998573,0.0194643967077532,14.496582265988785,0.05742633585928181,0.1769800400709393,15.247305146821853,0.05540498229390091,15.126403122294137,0.05223026893247259,0.12788522668685284,15.440677845058133,0.01733094833726736,15.271796352750457,0.06737057115781163,0.10286473693102677
ASASSN-16la,FOUNDATION,0.014430983450557653,3.89e-05,9.15438366425096,0.16063883186946745,15.118317851943182,0.008438236854317431,15.221504534355724,0.06319115427696446,0.05955419826678022,15.154386569321867,0.014413331480547485,15.284398344547185,0.04717567959933631,0.03930789119208856,15.683150048519018,0.007702758800718001,15.73042214173394,0.010926291049369968,0.028403759958848737,15.519340623470256,0.013604646276575899,15.556821354734328,0.04360624470201637,0.022846620924974876
ASASSN-16lg,FOUNDATION,0.02143135969084319,0.000113,10.56739041769578,0.08154488028837946,15.64747624947656,0.006781469032522992,15.441025997010211,0.028451452096761806,0.09181670162768915,15.668858841734188,0.018837279217738687,15.58323711053373,0.056394958952241794,0.06060229206730603,16.390609134162172,0.01491321348596717,16.382233589653712,0.017088931982342414,0.04379102782248094,16.14617243685962,0.08022660279391604,16.16721444432128,0.1240430547996397,0.03522340049432671
