SNID,SURVEY,RA,DECL,SUBCLASS,REDSHIFT_FINAL,SIGMA_Z,LOG_HOSTMASS,GRIZ_MU,GRIZ_MU_ERR,GRIZ_AV,GRIZ_AV_ERR,GRIZ_THETA,GRIZ_THETA_ERR,GRIZ_T0,GRIZ_T0_ERR,GRIZ_REDCHI2,GRI_MU,GRI_MU_ERR,GRI_T0,GRI_T0_ERR,GRI_THETA,GRI_THETA_ERR,GRI_AV,GRI_AV_ERR,Z_MU,Z_MU_ERR,Z_THETA,Z_THETA_ERR,N_G_OBS,FIRST_G_OBS,N_R_OBS,FIRST_R_OBS,N_I_OBS,FIRST_I_OBS,N_Z_OBS,FIRST_Z_OBS
AT2017oz,FOUNDATION,211.6730831,30.3188275,SNIa-norm,0.05608353229486513,9.9e-06,10.036,36.957268899999995,0.05519543588730882,0.09303780650102,0.05815567626653688,-0.49709350991999995,0.23836975400522298,57787.31709999999,0.45378143417280503,1.0280749647681167,36.9379188,0.06599590522570331,57787.370200000005,0.47500732625933295,-0.32947876828,0.2589584791525212,0.091950803713,0.06494046638288067,37.0695168,0.07449281856501334,-0.9516023798800001,0.4245024642148882,5,57783.65919,5,57783.65957,5,57783.65994,4,57787.6543
AT2017po,FOUNDATION,240.9654991,39.9900768,SNIa-norm,0.03203195992342142,7.2e-06,9.682,35.577947,0.04996241438321391,0.09138193936269999,0.05909449440191762,-0.8258887090000001,0.18352336150997323,57782.669299999994,0.8545803122000091,0.40403742091334827,35.5266343,0.08644665160380721,57781.77089999999,1.0845935598186562,-0.96980213,0.20916659105767132,0.1395605753426,0.08917263839613848,35.611987500000005,0.06121388040101709,-1.0580604269999998,0.27714153332035,4,57786.63655,4,57786.63696,4,57786.63732,4,57786.63767
AT2017wb,FOUNDATION,165.3312463,70.6649245,SNIa-norm,0.030985102367051546,8.4e-05,9.711,35.574010900000005,0.05375804861776521,0.298284266,0.055000918531559494,-1.125083431,0.13105532953900517,57790.040799999995,0.2581769935526946,1.312413523752478,35.567515400000005,0.06551073929395076,57790.0751,0.2775787996227256,-1.1538423050000002,0.16555022400241556,0.31597100699999997,0.07562335682268376,35.74229509999999,0.05026759001573486,-1.083316793,0.23322716151091438,9,57784.5153,9,57784.51572,17,57784.51608,9,57784.51644
AT2017ya,FOUNDATION,4.1854289,15.3420694,SNIa-norm,0.06913579527074026,1.83e-05,10.198,36.981859500000006,0.12125809115168354,0.28664126263,0.13823712080676842,-0.53588843012,0.5511341700983678,57784.1551,1.5026756103696763,1.4126015166097872,37.0319662,0.1275273923420377,57783.4752,1.63923914057713,-0.57088273669,0.558062196867278,0.21460382772000003,0.141928583074451,37.1315607,0.1391427263119061,-0.89027752773,0.9180505336277857,3,57788.22688,3,57788.22729,3,57788.22763,3,57788.22798
AT2017yk,FOUNDATION,146.1324596,-12.3081594,SNIa-norm,0.04691172050765867,0.00015,10.625,36.4299333,0.05934314502206641,0.63021081,0.07000400629778199,0.7696798022,0.2423705828638915,57789.0606,0.4956890557597427,0.5836874235184155,36.4750787,0.07973501098206463,57789.1177,0.564709403144624,0.7125135861,0.2623311232830785,0.599429402,0.08523489456084518,36.7103458,0.07425622305477139,0.9850974676800002,0.5513091820867947,4,57786.49402,4,57786.49442,12,57786.49477,4,57786.49513
AT2017zd,FOUNDATION,203.1756177,-21.8010734,SNIa-norm,0.029547707968023668,0.00015,10.113,35.3520509,0.04962028777818628,0.078135779164,0.049059723094407696,-0.5113493978,0.14664369214980663,57793.3635,0.3386115030533873,0.5264685334206208,35.357654,0.06234285014338042,57793.4052,0.33336610505569847,-0.6121584740999999,0.20338592504004607,0.0910447211398,0.07053693424746084,35.3615326,0.06579636902778149,-0.2804597806842,0.27762590820910416,6,57785.65426,5,57785.65467,9,57785.65502,4,57793.61502
ATLAS16agv,FOUNDATION,250.2903124,50.9724476,SNIa-norm,0.04817269285673624,0.00017,8.470516681671143,36.4204044,0.042625071268444996,0.079682636557,0.045264611218195194,-1.059965082,0.16321541417990912,57470.503899999996,0.39986846587345704,0.9178675632534883,36.4239174,0.05141201471679549,57470.6777,0.3942749167776936,-1.18193401,0.17232980869421835,0.106146048599,0.05827552456957071,36.395288099999995,0.05378962844629095,-0.68509958785,0.302322949762702,7,57467.53806,7,57467.53847,7,57467.53882,7,57467.53918
ATLAS16ahj,FOUNDATION,174.4177064,57.0783278,SNIa-norm,0.07390229276548377,1.62e-05,10.399,36.6749546,0.10238306900479201,0.8042001459999999,0.11253078287959559,1.2163426140000002,0.2503341069478608,57463.7939,0.6719172493691697,4.001920018098716,36.4028831,0.12367579376899102,57464.28190000001,0.7083236477769705,1.1710641220000002,0.2628239304170971,1.10244929,0.1325497938522271,37.042888700000006,0.09339487503235934,1.0520054707999997,0.5917993956613495,7,57467.32115,15,57466.4106,6,57467.32191,6,57467.32226
ATLAS16bdg,FOUNDATION,192.4222994,-11.0928772,SNIa-norm,0.014096952365626221,0.000123,10.568,33.288373,0.07020773683149169,2.3665804699999997,0.07584113912039493,0.123757514911,0.17897283660970256,57556.483100000005,0.47630283433970183,0.3760932420598383,33.1933081,0.08427887258613516,57556.3258,0.5232154049719658,0.15675950931469998,0.2000396603960124,2.45422225,0.10570359509324884,34.4550158,0.06285991863150948,-0.3252907855725,0.3256943466205119,5,57558.26711,5,57558.26752,5,57558.26787,5,57558.26823
ATLAS16bwu,FOUNDATION,18.592745,-13.153088,SNIa-91T-like,0.029887276216935384,5.75e-05,10.194,37.38787849999999,0.0652145755774736,0.2077643476,0.07154512855399825,-0.43523194426,0.21328128401030239,57608.004400000005,0.8965939103071711,1.4681045274704692,37.3973995,0.0834056835578367,57607.86959999999,0.8830604962288845,-0.50664845799,0.20351163502591255,0.20891964013999997,0.08738937801572438,37.291865900000005,0.08685126773507694,1.47483659571,0.6936780825550429,5,57608.6084,5,57608.60881,5,57608.60917,4,57608.60952
ATLAS16cpu,FOUNDATION,227.9561466,46.2510022,SNIa-norm,0.01854656396993149,7.7e-06,10.278,34.808516299999994,0.05787011857867602,0.1500460077,0.06831882852346982,-0.2210446664298,0.18495213962448204,57629.4461,0.6838163423026017,0.10042241237479711,34.733484499999996,0.07899461848600818,57629.565,0.7537871052227565,-0.284952352313,0.19714303816832682,0.24081776978,0.10049410426948888,34.9336276,0.06486176206548806,-0.458695510535,0.4041110018823831,4,57631.2774,4,57631.27781,4,57631.27816,4,57631.27851
ATLAS16cxr,FOUNDATION,272.0268727,25.4087816,SNIa-norm,0.015388812749919146,0.001,8.271,34.2411733,0.048736048435526466,0.49296860800000003,0.05847710438944747,-0.25507519911189996,0.13355930013419418,57666.3963,0.31593719312547425,1.8625488011953621,34.2926528,0.06693921251523648,57666.455799999996,0.31790935815119403,-0.13169760365500002,0.16803595975745714,0.412731042,0.0753814187491867,34.4500804,0.053015797417751025,-0.46046328655999996,0.2809503417059435,6,57658.23065,6,57658.23105,6,57658.23142,6,57658.23179
ATLAS16dod,FOUNDATION,55.910069,46.1590349,SNIa-norm,0.015426505492676537,0.0001,10.881,34.0008886,0.058900925544850255,0.22568559620000003,0.07657786641511297,2.18457574,0.2175193930720946,57695.123799999994,0.4309913688230298,0.6713574342815484,34.046891099999996,0.07967723244936416,57695.1085,0.43833520278429183,2.3482578000000003,0.23016999049259224,0.146059259696,0.09156509180847193,34.0647511,0.06888508502419081,2.031372481,0.43092003613622754,4,57695.45701,4,57695.45741,4,57695.45777,4,57695.45814
ATLAS16dpb,FOUNDATION,44.3918858,5.9782137,SNIa-norm,0.02215676152867061,3.3e-05,11.03,35.011908299999995,0.08676734928018726,0.29374508709999997,0.09447947949224342,2.5074444700000003,0.1804431071454909,57687.776099999995,0.48307224097434387,0.4536929767406862,35.034577299999995,0.09214162954229763,57687.7043,0.5078695797150656,2.56679557,0.196349627183438,0.26509098471000003,0.10086946962272973,35.0085846,0.08060714833586421,2.73319737,0.3469058776123332,4,57690.3936,4,57690.394,5,57690.39436,3,57695.4543
ATLAS16dqf,FOUNDATION,317.2828674,-18.1039002,SNIa-norm,0.02036438821953286,0.00018,6.768,34.729431000000005,0.0683813933683718,0.418764471,0.08562881577444102,-0.9120479739999999,0.17762255887746728,57702.7671,0.5076293825224679,0.40472690824081425,34.8153876,0.083727808440446,57702.996300000006,0.5532958611809563,-0.780797775,0.19625111549892493,0.29028203108,0.10584844994292399,34.9064565,0.07215781480719882,-0.7077074731899999,0.3053832934947899,4,57696.20858,4,57696.20898,4,57696.20933,4,57696.20969
ATLAS16eej,FOUNDATION,358.0707031,-22.7555329,SNIa-norm,0.047560769524095235,0.000125,9.389,36.4246731,0.06905681042728516,0.1005984048791,0.06935905988343359,-1.590476187,0.34279950762094163,57757.7203,0.9204987289507753,0.9329675498467113,36.3728272,0.08858896850150134,57757.574700000005,1.0584658284516377,-1.450822268,0.3541837057474668,0.12073103587100001,0.08196419452283736,36.5016085,0.09136948679810998,-1.43348504536,0.6619151308795151,3,57762.22484,3,57762.22527,3,57762.22561,3,57762.22596
ATLAS17ajn,FOUNDATION,176.1106981,-28.4574446,SNIa-norm,0.029781836606443252,3.3e-05,10.624,35.47986170000001,0.05779175064929234,0.110140544721,0.062066574693369125,2.10545294,0.16030460853561385,57778.6248,0.4849380991425789,0.9528529145393421,35.5537403,0.050999960057925654,57778.80559999999,0.504924390379347,2.04279511,0.1850983172257055,0.070627714013,0.051224446412260434,35.534249100000004,0.06352015443298284,2.3101464999999997,0.2700384548262525,6,57781.59078,6,57781.59119,6,57781.59154,6,57781.59189
ATLAS17ajs,FOUNDATION,171.9772191,27.3458398,SNIa-norm,0.034480287025766346,6.9e-06,10.125,35.8460901,0.06410202268251755,0.655217007,0.06644271150741028,-1.036908834,0.16209293083932577,57783.4205,0.7841490610847245,0.4749667738377254,35.8442751,0.07513634240492416,57783.3432,0.6652321098684173,-1.021175312,0.17685615275595773,0.661577929,0.08601308133377131,36.1692067,0.057872277863498724,-0.9523938356,0.29130912601841175,4,57782.44143,4,57782.44184,16,57782.44219,4,57782.44255
ATLAS17axb,FOUNDATION,205.8469144,-19.9436511,SNIa-norm,0.031455027464366694,0.000102,9.904,35.6724019,0.0458870978205205,0.0469948243473,0.036303082583396686,-0.43719242866,0.15526422593365388,57796.9825,0.409955790299428,0.3171239850813789,35.6010128,0.052506281301954755,57796.6119,0.44220853677875427,-0.23131392559099997,0.18980191984406267,0.056102684539400004,0.038894913066796835,35.7497129,0.05660239114728271,-0.722485017,0.23200977111308635,5,57793.61043,5,57793.61085,9,57793.6112,5,57793.61156
ATLAS17bas,FOUNDATION,166.8978556,22.8513997,SNIa-91T-like,0.02355019217995137,1e-05,10.323,34.61993270000001,0.045384474886352874,0.1871195299,0.058122500170747785,-0.6266550460000001,0.15317407520107926,57813.1388,0.32229576478759775,0.08694824748871574,34.6451267,0.05884353301009382,57813.0772,0.3495713947106364,-0.5922422549,0.169639014527745,0.15539013727,0.06738302241439427,34.6302166,0.06713285294429244,-0.34606672815,0.3055897179169649,5,57806.42588,5,57806.42627,5,57806.42664,5,57806.42701
CSS151120-0,FOUNDATION,71.3572468,-19.0325397,SNIa-91T-like,0.07206165273177086,0.0006,10.463286876678467,36.8328871,0.06472590813260204,0.30269279,0.07334410117072047,-0.156822495187,0.2068763725404004,57351.234899999996,0.6170834546477427,1.665117793038917,37.0328888,0.07207837286287722,57351.102100000004,0.7094826213515572,-0.16764689257000004,0.22696375125244,0.12904037557,0.07638156271293486,36.8635695,0.07119360729552895,0.005580259049999996,0.4007745939647726,7,57349.47759,7,57349.478,11,57349.47835,7,57349.4787
CSS160129,FOUNDATION,115.1233592,10.9333017,SNIa-norm,0.0683481837291584,0.001,9.712053775787354,37.247233200000004,0.05013587894671829,0.050256285038000004,0.040566169072471306,-0.65504872595,0.19234862119841162,57418.104799999994,0.6037523995811813,1.06961462534174,37.282982399999995,0.051299484892540485,57418.169799999996,0.5740975178487779,-0.7531981811,0.17709524036066754,0.042223495155099995,0.03807946914556486,37.1687473,0.0779587430164828,0.397953097446,0.45941356193982325,6,57418.42107,10,57418.42145,6,57418.42183,6,57418.4222
CSS160428,FOUNDATION,200.7800112,52.6490751,SNIa-norm,0.03127343517094083,0.00015,-9999.0,35.6862257,0.03848196239161955,0.055069565526,0.036375722021494084,-0.7990145500000001,0.13377737457233754,57516.8875,0.4114046061968402,1.049719929512082,35.6964023,0.053875380320792164,57516.833099999996,0.5000143897929663,-0.924630441,0.1670115885944401,0.0786162979141,0.05250240785022475,35.73133130000001,0.05298355547063671,-0.6278089949,0.24482478411146588,7,57514.35399,7,57514.35438,7,57514.35474,7,57514.35509
CSS161013,FOUNDATION,28.3310031,17.3148662,SNIa-91T-like,0.07842328708616145,0.003,9.671149730682373,36.1140156,0.06633312126411671,0.848669826,0.07140818088875898,0.021984839283,0.2745012841433909,57696.924,0.41919446561229395,1.364912424309765,36.418809200000005,0.11028606383111152,57691.0789,6.0806648312500595,-0.17427105362499998,0.39981120378985024,0.39622098059999994,0.13010212907752963,36.233379799999994,0.08145586861583384,0.569749938358,0.6466697799791746,4,57695.44505,4,57695.44544,8,57695.4458,4,57695.44616
Gaia16acv,FOUNDATION,179.9574354,54.8021534,SNIa-norm,0.08145625197816019,9.9e-05,9.162,37.7718842,0.040147159928941474,0.045191345202,0.03359893866905168,-0.6142602540000001,0.22951312366321702,57435.726200000005,0.4706947630895133,0.6886085613291631,37.7655333,0.05143530675625433,57435.6605,0.5146744116430166,-0.523916639094,0.23856703228069087,0.03821411362800001,0.03327505872816385,37.80576309999999,0.08841480921423751,-1.0149198264876,0.5651945162196333,7,57432.47852,7,57432.47893,11,57432.47928,7,57432.47963
Gaia16agf,FOUNDATION,98.5373495,-25.1846,SNIa-norm,0.025124948273381846,2.53e-05,9.806313514709473,35.1869461,0.05086241682018281,0.26027634489999996,0.05944974247756044,-0.948704299,0.1501628808087591,57455.3012,0.26438335802385976,0.6936252137892668,35.1963239,0.06755277121473242,57455.3305,0.2717715032890591,-1.050884801,0.1853672360348975,0.2737130948,0.07451730844487643,35.351238099999996,0.057809736363263205,-0.9466683094,0.2615393888926359,6,57448.28557,6,57448.28599,6,57448.28635,6,57448.2867
Gaia16aki,FOUNDATION,239.7940385,14.6416151,SNIa-norm,0.07386703504062132,7e-06,10.179,37.5403982,0.05658634125617212,0.11406098485999999,0.05913397346890262,-0.7295323386,0.2081530458087513,57491.6681,0.6963708710163519,1.4087284688292685,37.5022348,0.07554618129965289,57491.9144,0.636720221133155,-0.726966977,0.2135444995668689,0.15673291879999998,0.07469463786793559,37.622447199999996,0.06588218736623723,-0.430631917821,0.5659998810889308,7,57490.44384,11,57490.44423,11,57490.44459,7,57490.44495
Gaia16bba,FOUNDATION,15.3980373,17.1012631,SNIa-norm,0.02981622706465818,8.61e-05,8.651,35.41723869999999,0.06281223202776673,0.11098154461300001,0.06678819334828305,-0.463082307248,0.19025677478448777,57625.7259,1.0023368645321096,0.09256219324414323,35.4490299,0.07520095236092425,57626.3256,1.0747579448415103,-0.4476875163,0.1843698971581483,0.10787988786720001,0.07052422483599667,35.50342140000001,0.08719143273303868,-0.561434362737,0.4448858623699583,3,57630.59473,3,57630.59512,3,57630.59549,3,57630.59585
MASTERJ0134,FOUNDATION,23.5626935,-17.8120614,SNIa-norm,0.0435807160966004,4e-05,9.81,36.245504000000004,0.06170441754039979,0.10957934869000001,0.06534954989015276,-0.4964992135,0.16135462336559653,57666.0251,0.7984860612434708,0.4190246065934019,36.268848,0.06399576482861978,57665.6482,0.8490917264937576,-0.6508007034,0.19346741738660514,0.10031997414700002,0.06987791594232866,36.2388221,0.06576091621616893,-0.20615822182300003,0.30701353560801636,4,57674.46231,5,57668.42872,9,57668.42907,5,57668.42942
MASTERJ2222,FOUNDATION,335.6372301,-18.8733739,SNIa-91bg-like,0.022995975435779643,8.7e-05,-9999.0,35.7846934,0.1073867217883106,0.979038548,0.1099450983122017,1.7548631399999999,0.23616309143289177,57180.638399999996,0.24844605048148097,2.0120647685285267,35.2375263,0.14830897841435636,57180.5408,0.1656362279207367,2.1291339799999998,0.2415212915690035,1.4414859759999998,0.15246667897800958,36.17241129999999,0.08179193054519501,1.0042707152,0.3572474819108579,5,57190.60445,6,57190.60487,6,57190.60523,5,57190.6056
MASTEROTJ08,FOUNDATION,128.2370548,-3.8578969,SNIa-norm,0.031119628766644956,0.00015,-9999.0,35.4656167,0.0588062128614824,0.20180052380000002,0.07554988367661153,0.30188519615000003,0.15760450352472902,57804.430499999995,0.9580395346749027,0.5689319090308135,35.4796394,0.08957152364250595,57804.72670000001,1.0792391347610732,0.36695222285,0.1852942180807709,0.19143501457000003,0.09982087672644578,35.5704249,0.06301958243268531,-0.007846119597599998,0.27631812663965377,4,57808.43076,4,57808.43117,8,57808.43153,4,57808.43189
MASTEROTJ15,FOUNDATION,229.1967871,28.6286166,SNIa-norm,0.05663257879556129,1.53e-05,-9999.0,37.0216108,0.08594895487066742,0.077322630492,0.06525618780578257,0.023246547963000002,0.24240803092495153,57575.0293,0.3392513964593792,1.8058318494522807,36.983684800000006,0.11023831824261487,57575.022600000004,0.2933755954398227,-0.040004901946999995,0.25906429446911444,0.111625592515,0.08619157122630927,37.0202597,0.08805208666414427,0.64105829377,0.423249711114065,4,57585.299,5,57585.29938,5,57585.29975,5,57585.30011
PS15adh,FOUNDATION,202.633593,-0.7345815,SNIa-norm,0.10747235008827341,2.14e-05,10.93,38.28519250000001,0.07011848539258382,0.0591652167506,0.049373492104246866,0.11103925002239999,0.3111014939802422,57137.13289999999,0.8963858488396267,0.5758441883978949,38.2873426,0.06660561872124603,57137.1552,0.8871375090705363,0.08736800754199998,0.3323742447368376,0.057757248248800006,0.04812011678231821,38.2952255,0.15737241518052011,0.35153189644000005,0.7432493856123549,6,57136.3464,6,57136.34687,6,57136.3473,5,57148.30406
PS15ahs,FOUNDATION,269.8740396,43.3900971,SNIa-norm,0.02527938844945859,4.08e-05,10.068,35.190962199999994,0.045382204344434185,0.056373981934,0.035665686081098526,-0.34454397343000004,0.14227078505424598,57156.6613,0.25114201161905186,0.6873137519376441,35.1885326,0.057192803194458,57156.7273,0.2643193333830501,-0.29532114923,0.1640815230006993,0.05740804052,0.04335780977377429,35.198379100000004,0.05712133745974444,-0.49995712480800003,0.28596256456070374,7,57149.5733,7,57149.57402,7,57149.5744,7,57149.57478
PS15aii,FOUNDATION,191.1897533,9.7596732,SNIa-norm,0.047854472709917203,9.3e-06,10.875,36.519847399999996,0.05190025330612563,0.182166067259,0.06375339639979521,-0.5092225494,0.1659800574606443,57160.0245,0.3707961029999735,0.6224852418115974,36.5843549,0.07610752890476755,57160.1797,0.4403384039577555,-0.6030425342000001,0.18402052834792496,0.142100414532,0.06442532614801919,36.5315327,0.061199694286082774,0.011338296826199998,0.36779453409624935,7,57151.41426,7,57151.41473,7,57151.41516,6,57156.31737
PS15akf,FOUNDATION,214.296765,7.3607181,SNIa-norm,0.060328769178042495,1.12e-05,10.75,36.905817799999994,0.07518264442781993,0.3140443925,0.0737627476695601,0.832578477,0.17971461259805074,57162.6443,1.0258009114832494,1.508020288280151,36.641204599999995,0.08972350772701665,57163.0681,0.763513189146078,0.93000764,0.1876137023388068,0.5620434799999999,0.09121438560839842,37.2815655,0.06757640638381117,0.098297765505,0.39567019822742944,8,57163.31868,7,57163.31908,8,57163.31947,7,57163.31986
PS15asb,FOUNDATION,215.0846629,-9.3009081,SNIa-norm,0.050168540263944864,0.00033,-9999.0,36.5942618,0.061172304850806464,0.089955534802,0.05984458009790359,0.730794066,0.1888285999212451,57192.402200000004,0.7656860714418383,0.9543150947888125,36.6133014,0.06204664936996991,57193.025700000006,0.6860390003490706,0.7415269000000001,0.19029390869265891,0.08958215034669999,0.06335123179004976,36.6217104,0.0645888934093158,1.0689666662,0.36518783515721304,6,57195.27426,6,57195.27465,7,57195.27502,7,57195.27538
PS15atx,FOUNDATION,195.8273903,-23.0657985,SNIa-norm,0.07308923028343828,0.0002677,10.564,37.6885587,0.04984580026752519,0.03725841225339999,0.03402025824870846,0.069014901267,0.31113205646895997,57191.21430000001,1.1004024309315141,2.3246153982598714,37.6387106,0.06887428117693835,57191.960399999996,1.1160518984348835,0.48794939011000005,0.34316191915211414,0.0405310987912,0.033349624653371907,37.8554769,0.10815076983725061,-0.74992471311,0.7931541242932877,6,57192.27124,6,57192.27166,6,57192.27202,6,57192.2724
PS15bbn,FOUNDATION,315.9896382,13.3684013,SNIa-norm,0.036299478888158015,0.00012,8.23,36.157328,0.03532962037724163,0.0488785808181,0.037275044961549125,-1.0088464549999998,0.1457019502020614,57212.621399999996,0.35936338155132913,2.92695530079131,36.200092399999996,0.05311154678824547,57212.59440000001,0.35254594026869973,-1.2828427119999999,0.18379106847149307,0.052176182592,0.04332371392257301,36.0571391,0.06121591183009542,-0.276293190413,0.2832527611568453,6,57215.44442,6,57215.44482,14,57211.57791,8,57203.60032
PS15bdr,FOUNDATION,253.7059074,36.7251961,SNIa-norm,0.07126083205201912,1.4e-05,11.079,37.42712300000001,0.08489331888317252,0.103980351316,0.06287777767611102,1.78577347,0.23428053202103477,57215.854799999994,0.3523875139672488,1.5009374148352337,37.4498576,0.07407135790735843,57215.7079,0.3295566567374807,1.772966265,0.23816002381796733,0.091840301066,0.05662235439109635,37.525601300000005,0.10414824860894216,1.09041555204,0.5366344561646201,7,57215.27665,10,57207.39012,10,57215.2774,5,57222.26605
PS15bif,FOUNDATION,305.0739913,-23.743529,SNIa-91T-like,0.07829479819669112,0.000265,9.894,37.597995299999994,0.0609829414501303,0.130445108003,0.06501763251696635,-0.437581346521,0.29023296612730126,57233.897,0.43394815358517425,0.9795646382008781,37.5639087,0.07960508133473648,57233.9146,0.43626464445349655,-0.5284509097800001,0.3298422560267763,0.166482537083,0.07563172240483106,37.686710700000006,0.1040109850713374,0.32779802835400007,0.7196162759282911,7,57227.42212,7,57227.42254,11,57227.4229,5,57231.42243
PS15bjg,FOUNDATION,343.7934296,-0.4102417,SNIa-norm,0.06759806479187677,1.2e-05,11.608,37.383734499999996,0.059867783821935326,0.08758545688300001,0.05854051154078878,0.6886715903,0.2462308828499924,57239.4948,0.4320566629505327,2.36738687550132,37.3964607,0.06050808479459592,57239.872,0.4470749377900269,0.65165293499,0.25843126723839177,0.0844826291863,0.058593195642877634,37.458165599999994,0.12414311795923276,0.5019244109,0.7619752972889735,5,57229.49437,5,57229.49485,13,57229.45388,4,57234.4768
PS15brr,FOUNDATION,358.3563852,-15.6545072,SNIa-91T-like,0.05044092870408367,8.92e-05,10.156,36.6403633,0.04591468657314361,0.042735722071,0.035430890760486104,-0.949696987,0.2029099980582101,57260.029599999994,0.49739706472799694,1.3814363056825745,36.6132056,0.06459784105246874,57259.3667,0.5264039418545204,-1.049954366,0.21188534346957094,0.0508201861612,0.04129324229727094,36.617391299999994,0.0757232983586293,-0.7123605793,0.3517966676764204,5,57262.41923,5,57262.41964,5,57262.41998,5,57262.42033
PS15bsq,FOUNDATION,355.4673526,-8.6378763,SNIa-norm,0.03381986347368352,1.73e-05,10.961,35.8462946,0.02051559725769666,0.035357710957,0.028293070341839806,-0.739586747,0.14486261929879976,57262.5686,0.31402872480083016,0.6248777654251675,35.8041209,0.03929030864208103,57262.523799999995,0.3049812453251389,-0.702028519,0.16413750571432367,0.051635898783499994,0.03916566464854488,35.8994924,0.05442496818777219,-0.7697298798,0.25184462514608247,6,57255.50251,6,57255.50291,6,57255.50327,5,57262.42538
PS15bst,FOUNDATION,353.5042122,-13.2959591,SNIa-norm,0.08556716260020124,0.0001708,10.488,37.8797837,0.09341322178530174,0.15029225533319002,0.09484524115121096,-1.2784037719999999,0.2570432235624974,57260.769,1.1659927100972187,1.3950943190094218,37.930792800000006,0.10306668825648742,57260.7465,1.096342898002254,-1.322531191,0.2803992778642351,0.114541476171,0.08424751378012735,37.81784849999999,0.11595729609537303,-0.49757798782999996,0.6044869959748668,5,57262.41639,5,57262.4168,5,57262.41715,5,57262.4175
PS15bwh,FOUNDATION,352.644135,-18.8914961,SNIa-91T-like,0.07131677075078387,0.00043,8.117100238800049,37.315425399999995,0.042432881057500677,0.04744098024599999,0.03606058476478229,-0.910050113,0.19554896072960917,57278.92709999999,0.4303435720445096,0.9235523430175272,37.3063667,0.04923111557856451,57278.9924,0.4433308471108872,-0.8770153642,0.18714186835806518,0.0503059299019,0.039007051974422495,37.377771200000005,0.09333871828217928,-0.7458243007099999,0.5706583957376974,6,57276.44705,10,57271.44341,6,57276.44781,6,57276.44816
PS15bzz,FOUNDATION,9.4247296,1.7628226,SNIa-norm,0.07752383150345964,1e-05,9.592,37.5626545,0.07501733759438543,0.15827118536,0.07806920020323427,0.5954753244000001,0.23713251379799533,57284.9948,0.6937528090033825,1.2802959334181596,37.57330650000001,0.07564469755210876,57285.0852,0.6606973285854917,0.6975604199499998,0.23683846822028384,0.13472084674999998,0.07276813884130634,37.707397500000006,0.08499733268609082,-0.24890922852,0.575684728913118,7,57284.50289,7,57284.50329,11,57284.50365,6,57288.42568
PS15cfn,FOUNDATION,329.8415169,-21.1196269,SNIa-91T-like,0.10964732141460344,0.00015,8.366,38.519988899999994,0.09075179087373421,0.07569224258460001,0.054856793206389205,-1.6109965658999998,0.3997904019874859,57310.2009,0.5262026130683365,1.4442226988191695,38.523662599999994,0.08602469041641453,57310.091400000005,0.520044267346523,-1.5585788600000001,0.377116503121158,0.0691789268631,0.051745797049958436,38.340070999999995,0.15415842039603284,-0.709365411683,0.9895355246048996,8,57305.2843,8,57305.28471,8,57305.28506,9,57307.30074
PS15cge,FOUNDATION,353.8370414,1.1757013,SNIa-norm,0.08297069968317883,1.15e-05,10.717,38.9302141,0.24646766569103942,0.27818716654590003,0.2409835320663561,1.0712145933750001,0.9358206864945681,57342.79380000001,1.5964277496961456,7.232138793158421,38.959045599999996,0.2584642380690993,57342.76240000001,1.6240955144325688,1.02767188544,1.0266616576463856,0.266857504028,0.23350971714628793,39.2191549,0.6858071340077982,0.02031764073999999,1.0233892586055755,2,57343.25176,2,57343.25215,6,57343.25252,2,57343.25288
PS15cku,FOUNDATION,21.0938803,3.5875932,SNIa-norm,0.02331399544414156,7e-05,9.576,35.0226962,0.05102673794747244,0.2419370586,0.06358474385941588,-0.692182849,0.1618402145419741,57320.1382,0.30766988802929085,1.6649380193315464,35.005043300000004,0.05669557632752314,57320.126899999996,0.3266594403961768,-0.7512044659999999,0.18040035104327495,0.2623145771,0.07308797358065365,35.160948,0.06618772707987486,-0.65087795835,0.27442553859958463,5,57316.3953,5,57316.39569,22,57316.39605,4,57324.36498
PS15cms,FOUNDATION,149.6462048,0.743034,SNIa-norm,0.06639933550296319,2.7e-05,10.694,37.1739452,0.07538465133540115,0.2578365138,0.07343671205273375,-1.029792912,0.2024219800069307,57327.084,0.5025972542703541,0.7715825621193679,37.1483899,0.08632878794463646,57327.024,0.47948305496650406,-0.991818437,0.21215671168743172,0.2697520414,0.08946858970760044,37.309691,0.0721332565395463,-1.0734713539,0.409478290399762,5,57323.6326,9,57323.63302,12,57316.60363,7,57316.63689
PS15coh,FOUNDATION,33.9934946,12.2371553,SNIa-norm,0.018287951726924365,7e-05,8.63,34.4238962,0.04486269079714235,0.1148129697,0.05977967697457989,-0.963806943,0.12226601864358612,57329.9969,0.4139086735017597,0.3686708316631842,34.455623,0.056822557589394036,57330.2029,0.3979718457378287,-1.008849117,0.16559603441525195,0.099724632341,0.05785352887162056,34.4501115,0.07413109278669788,-0.7926606585,0.22010617023907036,7,57327.47491,11,57327.4753,7,57327.47567,5,57344.38373
